"Summary level","Program label","Program","Sub-program","Name","Code","Subsidized units available","% Occupied","# Reported","% Reported","Average months since report","% moved in past year","Number of people per unit","Number of people: total","Average Family Expenditure per month ($$)","Average HUD Expenditure per month ($$)","Household income per year","Household income per year per person","% $1 - $4,999","% $5,000 - $9,999","% $10,000 - $14,999","% $15,000 - $19,999","% $20,000 or more","% Households where wages are major source of income","% Households where welfare is major source of income","% Households with other major sources of income","% of local median (Household income)","% very low income","% extremely low income","% 2+ adults with children","% 1 adult with children","% female head","% female head with children","% with disability, among Head, Spouse, Co-head, aged 61 years or less","% with disability, among Head, Spouse, Co-head, aged 62 years or older","% with disability, among all persons in households","% 24 years or less (Head or spouse)","% 25 to 49 years (Head or spouse)","% 51 to 60 (Head or spouse)","% 62 or more (Head or spouse)","% 85 or more (Head or spouse)","% Minority","%Black Non-Hispanic","%Native American Non-Hispanic","%Asian or Pacific Islander Non-Hispanic","%White Non-Hispanic","%Black Hispanic","%White Hispanic","%Other Hispanic","% Hispanic","% Multiple Race","Average months on waiting list","Average months since moved in","% with utility allowance","Average utility allowance $$","% 0 - 1 bedrooms:","% 2 bedrooms","% 3+ bedrooms","% Overhoused","% in poverty (Census tract)","% minority (Census tract)","% single family owners (Census tract)","Congressional District","CBSA","PLACE","Latitude","Longitude","State","PHA Total Units","HA category"
"4","Summary of All HUD Programs","1","NA","Housing Authority of the City of Senoia","GA204","30","100","30","100","7","7","2.4","73","437","477","19407","7976","-1","8","35","15","42","30","-1","57","22","97","70","3","50","73","50","16","36","14","-1","53","10","37","3","53","47","-1","-1","47","-1","7","-1","7","0","27","126","100","294","27","27","47","23","7","19","96","1303","12060","69672","33.303556","-84.551985","GA","30","1"
"4","Summary of All HUD Programs","1","NA","Housing Authority of the City of Fort Valley","GA205","100","97","97","100","5","10","2.3","226","304","603","15464","6637","14","11","35","17","23","41","-1","55","26","88","73","1","53","79","49","10","38","7","-1","53","23","25","-1","99","98","-1","-1","1","1","-1","-1","1","1","7","105","100","33","21","36","43","28","35","85","55","1302","47580","31096","32.554414","-83.887204","GA","100","2"
"4","Summary of All HUD Programs","1","NA","Housing Authority of the City of Chatsworth","GA206","68","100","68","100","7","18","2","134","495","481","21826","11076","-1","-1","31","21","49","25","-1","75","38","82","41","7","16","72","15","45","56","31","-1","24","19","57","7","4","1","-1","-1","96","-1","3","-1","3","0","26","97","100","145","41","24","35","22","18","27","66","1314","19140","99999","34.771259","-84.792948","GA","68","1"
"4","Summary of All HUD Programs","1","NA","Housing Authority of the City of Bowdon","GA207","55","98","54","100","5","11","1.8","95","429","547","25851","14694","2","4","31","11","52","33","-1","65","31","87","69","2","22","76","22","39","15","20","-1","28","24","48","4","39","39","-1","-1","61","-1","-1","-1","0","0","22","83","100","101","33","39","28","30","16","22","74","1303","12060","09544","33.533","-85.2086","GA","55","1"
"4","Summary of All HUD Programs","1","NA","Housing Authority of the City of Vienna","GA208","80","100","80","100","4","11","1.9","155","362","278","23094","11920","-1","11","34","15","40","50","-1","50","39","71","56","-1","31","88","31","15","37","14","1","51","14","34","4","88","88","-1","-1","13","-1","-1","-1","0","3","7","94","100","188","45","25","30","13","24","57","65","1302","99999","79444","32.0947","-83.805496","GA","80","1"
"4","Summary of All HUD Programs","1","NA","Housing Authority of the City of Norcross","GA209","17","100","17","100","10","6","2.6","45","418","1665","16980","6415","-1","9","36","-1","55","35","-1","29","19","94","71","-1","59","94","59","15","75","13","-1","65","12","24","-1","88","88","-1","-1","12","-1","-1","-1","0","0","-1","142","100","211","24","41","35","6","4","48","72","1307","12060","55776","33.936793","-84.204074","GA","17","1"
"4","Summary of All HUD Programs","1","NA","Housing Authority of the City of Sparta","GA210","24","96","22","96","4","9","2.7","60","368","722","25281","9270","5","5","23","9","59","73","-1","27","42","59","36","5","45","91","50","7","-1","3","5","50","14","32","-1","100","100","-1","-1","-1","-1","-1","-1","0","0","-1","89","100","213","18","36","45","23","31","82","55","1310","99999","72584","33.284153","-82.971895","GA","24","1"
"4","Summary of All HUD Programs","1","NA","Housing Authority of the City of Lincolnton","GA211","60","100","60","100","8","5","1.8","109","416","573","18914","10412","-1","3","42","22","33","27","-1","73","34","88","47","-1","28","83","28","21","28","16","-1","32","15","53","3","68","67","-1","-1","32","-1","2","-1","2","2","1","104","100","168","33","37","30","37","19","38","58","1312","12260","46552","33.787921","-82.482971","GA","60","1"
"4","Summary of All HUD Programs","1","NA","Housing Authority of the City of Canton","GA213","145","64","93","100","5","-1","2.2","205","493","976","23495","10659","2","7","31","14","46","38","1","58","26","90","69","-1","41","75","40","32","50","21","3","48","18","30","-1","48","35","-1","1","52","1","11","-1","12","3","-1","95","100","107","31","37","32","16","26","55","75","1311","12060","12988","34.252303","-84.491273","GA","145","2"
"4","Summary of All HUD Programs","1","NA","Housing Authority of the City of Ellaville","GA214","40","98","39","100","7","10","2.3","89","387","723","21188","9284","6","6","34","3","51","56","-1","33","35","79","51","5","49","90","51","7","70","12","5","62","8","26","-1","100","100","-1","-1","-1","-1","-1","-1","0","0","8","119","79","171","26","41","33","31","18","32","66","1302","11140","26980","32.3079","-84.3193","GA","40","1"
"4","Summary of All HUD Programs","1","NA","Housing Authority of the City of Ringgold","GA216","30","100","30","100","10","7","2","61","388","517","25811","12694","-1","3","20","33","43","37","-1","63","40","70","40","-1","27","83","27","21","38","15","7","17","23","53","-1","10","10","-1","-1","90","-1","-1","-1","0","0","27","90","100","199","27","27","47","37","11","14","71","1314","16860","65324","34.920249","-85.118245","GA","30","1"
"4","Summary of All HUD Programs","1","NA","Housing Authority of the City of Unadilla","GA217","154","97","149","100","6","9","1.7","258","322","338","15821","9137","-1","17","46","13","24","51","2","47","29","93","67","-1","36","89","36","27","49","21","3","50","18","29","1","95","95","-1","-1","5","-1","1","-1","1","0","4","121","100","151","44","21","35","28","20","59","72","1302","99999","78156","32.259879","-83.734523","GA","154","2"
"4","Summary of All HUD Programs","1","NA","Housing Authority of the City of Grantville","GA218","20","95","19","100","8","5","2.5","47","599","369","28342","11457","-1","5","11","16","68","37","-1","63","32","95","47","-1","47","74","47","25","43","15","-1","42","21","37","-1","74","74","-1","-1","26","-1","-1","-1","0","5","16","91","84","157","21","16","63","32","7","23","88","1303","12060","34428","33.273","-84.8583","GA","20","1"
"4","Summary of All HUD Programs","1","NA","Housing Authority of the City of Reidsville","GA220","174","95","165","100","6","14","2.2","365","351","549","28522","12893","-1","4","25","12","59","54","-1","46","50","57","32","7","41","82","44","16","29","10","5","51","18","25","1","70","67","-1","-1","30","-1","2","-1","2","0","6","75","100","175","27","38","35","23","26","53","53","1312","99999","99999","32.0223","-82.0902","GA","174","2"
"4","Summary of All HUD Programs","1","NA","Housing Authority of the City of Greenville","GA224","80","96","77","100","3","6","2.3","176","358","284","19846","8683","12","5","41","13","28","43","1","53","33","81","64","3","40","82","43","17","31","13","3","52","8","38","1","95","95","-1","-1","5","-1","-1","-1","0","0","14","120","100","181","39","17","44","10","13","38","71","1303","12060","99999","33.1596","-84.6352","GA","80","1"
"4","Summary of All HUD Programs","1","NA","Housing Authority of the City of Cuthbert","GA226","122","100","122","100","5","11","2.6","320","314","350","16475","6281","23","16","25","8","27","35","-1","65","27","85","68","1","58","91","59","18","63","11","11","66","10","13","-1","98","97","1","-1","2","-1","-1","-1","0","0","7","105","87","76","28","20","52","14","29","69","58","1302","99999","21072","31.757309","-84.79098","GA","122","2"
"4","Summary of All HUD Programs","1","NA","Housing Authority of the City of Jonesboro","GA228","1925","90","1857","100","5","19","2.8","5193","483","1372","19180","6859","8","7","32","12","42","37","0","53","20","96","76","1","54","93","54","26","63","16","1","59","20","20","1","98","97","0","0","2","1","0","0","1","0","21","95","100","211","30","32","38","2","19","92","62","1313","12060","42604","33.518876","-84.352658","GA","1925","5"
"4","Summary of All HUD Programs","1","NA","Housing Authority of the City of Shellman","GA229","20","95","19","100","5","11","2.4","45","297","381","20163","8513","42","-1","21","5","32","37","-1","63","34","74","63","5","47","89","53","6","-1","2","16","58","21","5","-1","100","100","-1","-1","-1","-1","-1","-1","0","0","17","133","74","57","26","32","42","26","34","50","64","1302","99999","21072","31.757309","-84.79098","GA","20","1"
"4","Summary of All HUD Programs","1","NA","Housing Authority of the City of College Park","GA232","688","92","953","100","5","7","2.3","2216","470","1606","17612","7574","10","7","32","14","37","32","-1","58","20","95","78","1","38","83","37","25","55","18","2","44","26","28","0","99","99","0","-1","1","0","-1","-1","0","18","17","172","99","200","22","35","43","33","22","86","55","1305","12060","17776","33.654586","-84.454204","GA","688","4"
"4","Summary of All HUD Programs","1","NA","Housing Authority of the City of Franklin","GA233","75","99","74","100","4","11","1.8","132","452","648","19014","10659","-1","1","42","18","38","30","-1","66","22","97","77","5","22","86","26","42","44","27","1","35","15","49","3","28","28","-1","-1","72","-1","-1","-1","0","1","-1","127","100","275","38","31","31","31","24","19","50","1303","12060","99999","33.263131","-85.096887","GA","75","1"
"4","Summary of All HUD Programs","1","NA","Housing Authority of the County of Dekalb, GA","GA237","4719","83","5287","100","5","12","2.5","13044","446","1649","17181","6964","10","7","34","15","35","28","0","62","19","95","80","1","43","81","42","23","56","19","1","48","19","33","3","98","92","0","3","2","1","1","0","2","1","20","138","95","180","25","34","41","25","20","87","51","1305","12060","22052","33.774727","-84.293819","GA","4719","6"
"4","Summary of All HUD Programs","1","NA","Housing Authority of the City of Mount Vernon","GA238","35","97","28","82","10","4","2.1","59","343","398","15623","7414","11","7","37","7","37","50","-1","46","29","86","61","-1","36","89","36","20","50","14","18","43","11","29","-1","75","71","-1","-1","25","-1","4","-1","4","0","21","106","100","120","25","36","39","32","18","40","57","1312","47080","53508","32.170108","-82.597765","GA","35","1"
"4","Summary of All HUD Programs","1","NA","Housing Authority of the City of Soperton","GA239","120","96","115","100","6","19","1.8","212","354","563","16896","9165","8","14","34","17","28","60","-1","40","31","87","57","-1","44","96","44","13","4","8","14","43","23","20","-1","82","82","-1","-1","18","-1","-1","-1","0","0","13","81","100","110","31","41","28","30","32","42","63","1312","99999","71772","32.374551","-82.600346","GA","120","2"
"4","Summary of All HUD Programs","1","NA","Housing Authority of the City of McCaysville","GA241","88","97","85","100","9","8","1.7","141","306","604","14727","8878","4","14","54","13","15","28","-1","72","28","93","73","1","24","84","21","45","64","34","4","32","22","42","1","0","-1","-1","-1","100","-1","-1","-1","0","0","13","103","99","105","55","20","25","20","11","9","85","1309","99999","48428","34.981131","-84.372305","GA","88","1"
"4","Summary of All HUD Programs","1","NA","Housing Authority of the City of Byron","GA243","32","100","32","100","6","16","2.2","71","346","630","21881","9862","3","28","34","3","31","41","-1","59","35","78","66","-1","44","88","44","19","55","15","9","38","19","34","-1","94","94","-1","-1","6","-1","-1","-1","0","0","5","122","100","104","44","25","31","6","25","32","40","1302","47580","12260","32.664367","-83.759902","GA","32","1"
"4","Summary of All HUD Programs","1","NA","Housing Authority of the City of Menlo","GA244","18","100","18","100","3","22","1.7","31","399","579","19755","11471","-1","6","39","22","33","11","-1","89","35","78","44","-1","17","83","11","60","38","26","11","6","11","72","6","6","-1","-1","-1","94","-1","6","-1","6","0","3","62","100","51","33","28","39","50","34","6","67","1314","44900","50848","34.47574","-85.476944","GA","18","1"
"4","Summary of All HUD Programs","1","NA","Housing Authority of the City of Fort Oglethorpe","GA246","74","100","74","100","8","11","1.2","91","411","422","23569","19166","1","8","22","22","47","30","-1","70","37","81","47","4","3","66","4","38","58","44","3","11","19","68","5","8","5","1","-1","92","-1","1","-1","1","3","44","109","100","194","73","14","14","20","12","15","62","1314","16860","30956","34.956815","-85.24785","GA","74","1"
"4","Summary of All HUD Programs","1","NA","Housing Authority of the City of Thomaston","GA247","288","98","283","100","6","17","2","575","391","247","20084","9885","5","9","39","13","35","40","-1","59","36","78","56","0","38","79","37","32","36","18","7","41","22","30","-1","89","89","-1","0","11","-1","-1","-1","0","1","8","111","-1","-1","48","22","30","9","32","43","77","1303","45580","76168","32.881307","-84.307619","GA","288","2"
"4","Summary of All HUD Programs","1","NA","Housing Authority of the City of Perry","GA252","50","100","50","100","6","14","2.4","118","295","627","19224","8146","4","22","38","4","32","40","2","58","25","92","76","2","44","84","44","16","33","9","-1","50","26","24","4","84","84","-1","-1","16","-1","-1","-1","0","2","25","102","100","89","38","24","38","10","21","64","47","1308","47580","60340","32.470993","-83.735728","GA","50","1"
"4","Summary of All HUD Programs","1","NA","Housing Authority of the City of Bremen","GA254","80","100","80","100","6","9","2.1","168","393","523","23547","11213","-1","3","32","23","42","44","-1","53","37","83","49","3","46","83","44","24","35","14","3","44","15","39","3","21","21","-1","-1","79","-1","-1","-1","0","0","1","94","100","112","25","38","38","25","10","14","79","1303","12060","10132","33.717063","-85.139378","GA","80","1"
"4","Summary of All HUD Programs","1","NA","Housing Authority of the City of Nahunta","GA263","41","98","40","100","6","23","2","78","360","459","17640","9046","3","13","44","13","28","43","-1","55","29","90","70","-1","43","85","38","31","43","19","3","45","18","35","-1","33","33","-1","-1","68","-1","-1","-1","0","3","11","70","100","154","45","30","25","8","21","11","46","1301","15260","99999","31.205768999999997","-81.994652","GA","41","1"
"4","Summary of All HUD Programs","1","NA","Housing Authority of Fulton County","GA264","1092","103","1209","100","8","9","2.4","2946","512","1197","18978","7788","7","7","32","15","39","31","-1","60","21","94","77","1","41","89","41","19","52","17","1","46","20","33","2","94","91","0","1","6","1","0","0","1","0","20","113","91","243","27","30","43","26","12","89","64","1305","12060","99999","33.769592","-84.526595","GA","1092","5"
"4","Summary of All HUD Programs","1","NA","Housing Authority of the County of Houston","GA268","40","98","39","100","8","13","2.3","88","324","569","15809","7006","-1","23","41","13","23","28","26","46","22","97","85","-1","54","85","54","15","75","15","3","59","8","31","-1","87","85","-1","-1","13","-1","3","-1","3","3","68","88","100","143","36","41","23","3","12","36","74","1302","47580","80508","32.640008","-83.610636","GA","40","1"
"4","Summary of All HUD Programs","1","NA","FLINT AREA CONSOLIDATED","GA280","345","89","308","100","6","16","2.3","708","386","658","17894","7784","1","18","40","12","29","37","1","63","31","85","63","1","50","85","51","19","44","11","6","56","13","24","-1","94","93","-1","-1","6","-1","0","-1","0","1","9","106","100","187","32","28","39","21","27","59","65","1302","99999","52304","32.294256","-84.025186","GA","345","3"
"4","Summary of All HUD Programs","1","NA","SOUTHEAST GEORGIA CONSOLIDATED HOUSING AUTHOR","GA282","163","95","154","99","11","10","2.1","329","308","704","14685","6874","8","15","42","14","21","39","1","50","25","89","73","-1","40","79","40","16","54","15","5","47","22","25","1","69","62","-1","1","31","-1","3","5","7","1","54","97","100","162","21","37","42","34","25","38","65","1301","28680","67984","30.729891","-81.552897","GA","163","2"
"4","Summary of All HUD Programs","1","NA","TRI-CITY HOUSING AUTHORITY","GA283","67","100","67","100","2","15","2.5","166","330","795","15216","6141","26","8","32","9","26","24","-1","75","26","90","70","1","63","93","61","22","53","14","1","57","16","25","-1","97","97","-1","-1","3","-1","-1","-1","0","0","-1","141","100","206","7","24","69","42","18","58","65","1302","17980","83952","32.78126","-84.556913","GA","67","1"
"4","Summary of All HUD Programs","1","NA","NORTHWEST GA HOUSING AUTHORITY","GA285","1662","71","786","66","15","3","2","1562","358","375","15392","7745","12","12","37","15","24","27","0","73","30","89","62","1","39","81","39","26","55","21","7","41","16","35","1","71","67","1","0","29","1","1","1","3","0","11","82","77","136","37","33","31","20","28","48","60","1314","40660","66668","34.262284","-85.174886","GA","1662","5"
"4","Summary of All HUD Programs","1","NA","Georgia Residential Finance","GA901","18264","62","11955","100","6","7","2.7","32858","416","1216","17048","6203","12","8","34","12","34","31","0","61","21","93","75","1","52","90","52","24","83","19","1","58","19","22","1","92","88","0","0","8","1","2","0","3","1","13","148","96","162","12","29","59","35","18","63","67","1304","12060","56168","33.827527","-84.342099","GA","18264","8"
"4","Summary of All HUD Programs","1","NA","Guam Housing & Urban Renewal Authority","GQ001","750","93","696","100","6","17","4.2","2950","405","1005","17329","4089","23","11","12","15","39","56","6","30","20","94","77","20","56","80","63","8","43","4","4","67","13","16","1","99","0","0","98","1","-1","-1","-1","0","5","24","78","100","223","14","20","67","6","0","0","0","6600","99999","65100","13.462644000000001","144.755483","GU","750","4"
"4","Summary of All HUD Programs","1","NA","Guam Housing & Urban Renewal Authority","GQ901","2651","93","2593","100","6","9","4","10479","467","1663","20238","5008","22","8","10","13","46","59","4","34","22","90","66","30","41","78","60","11","32","4","4","64","18","15","0","99","1","0","98","1","-1","0","1","1","3","18","101","87","344","15","25","60","6","0","0","0","6600","99999","65100","13.462644000000001","144.755483","GU","2651","5"
"4","Summary of All HUD Programs","1","NA","Hawaii Public Housing Authority","HI001","4724","91","4157","97","6","3","2.7","11330","597","617","24965","9160","6","8","30","13","44","39","4","55","21","94","79","18","22","65","29","25","62","19","1","35","21","43","5","88","1","1","79","12","0","3","4","7","2","51","165","72","160","38","25","37","12","22","90","28","1501","46520","71550","21.327671","-157.86325","HI","4724","6"
"4","Summary of All HUD Programs","1","NA","County of Hawaii","HI002","2217","98","2297","100","6","5","2.5","5660","501","1330","20545","8338","7","7","33","14","39","30","6","61","22","96","76","16","27","70","36","35","62","22","2","45","15","37","1","72","3","4","47","28","1","5","12","18","26","8","103","79","192","37","30","33","19","20","75","77","1502","25900","14650","19.690119","-155.069662","HI","2217","5"
"4","Summary of All HUD Programs","1","NA","City and County of Honolulu","HI003","5111","79","4497","100","6","6","2.5","11460","662","1769","24782","9725","5","6","28","13","47","36","4","58","21","95","80","12","25","69","31","30","49","18","2","37","21","40","3","85","5","1","65","15","1","4","9","14","17","17","138","73","365","41","31","28","11","13","85","37","1501","46520","71550","21.309696","-157.863703","HI","5111","7"
"4","Summary of All HUD Programs","1","NA","County of Maui","HI004","1543","99","1633","100","5","9","2.3","3811","568","1705","22599","9684","9","5","26","15","45","38","3","55","22","94","75","7","35","74","36","27","60","19","2","46","17","34","1","67","4","3","46","33","1","5","9","15","19","23","104","62","206","37","30","33","17","12","73","66","1502","27980","77450","20.887426","-156.502392","HI","1543","5"
"4","Summary of All HUD Programs","1","NA","Kauai County Housing Agency","HI005","1178","74","885","100","5","13","2","1813","574","1278","23654","11547","5","5","28","15","47","33","2","60","22","95","76","9","24","68","27","26","50","20","2","37","17","44","4","60","2","2","44","40","1","5","7","12","13","9","91","55","146","46","35","19","17","7","73","70","1502","28180","45200","21.975132","-159.368665","HI","1178","5"
"4","Summary of All HUD Programs","1","NA","Hawaii Public Housing Authority","HI901","4457","76","2761","82","8","3","2.8","7602","628","1227","24020","8724","8","8","25","12","47","39","5","52","20","96","78","16","28","65","35","32","66","19","1","43","21","35","2","85","7","1","65","15","0","3","8","12","14","26","111","63","279","37","32","31","10","17","86","30","1501","46520","71550","21.327671","-157.86325","HI","4457","6"
"4","Summary of All HUD Programs","1","NA","Corning Housing Commission","IA001","46","98","45","100","5","29","1.2","53","391","416","20312","17246","5","5","30","11","50","31","-1","67","33","91","49","-1","9","76","7","29","13","17","7","33","7","53","4","9","2","-1","4","91","-1","2","-1","2","2","6","49","-1","-1","96","4","-1","-1","14","6","86","1903","99999","16500","40.99333","-94.739211","IA","46","1"
"4","Summary of All HUD Programs","1","NA","Charles City Hsg and Redev Authority","IA002","357","82","280","96","5","21","1.6","443","368","426","17279","10921","7","5","31","15","41","22","1","70","25","94","63","4","15","61","15","54","50","38","3","39","14","44","5","18","15","-1","1","83","-1","2","-1","2","1","5","69","35","218","68","19","13","9","19","16","75","1902","99999","12765","43.064376","-92.677749","IA","357","3"
"4","Summary of All HUD Programs","1","NA","Afton Housing Commission","IA003","30","90","27","100","7","22","1.6","42","394","394","21968","14122","4","-1","20","28","48","33","-1","59","34","85","52","-1","15","70","15","18","19","12","11","19","11","59","15","11","4","-1","-1","89","-1","7","-1","7","0","1","69","-1","-1","81","7","11","-1","13","6","86","1903","99999","00595","41.026397","-94.191659","IA","30","1"
"4","Summary of All HUD Programs","1","NA","Ottumwa Housing Authority","IA004","600","80","493","100","5","27","1.7","826","377","505","16637","9930","10","5","43","14","29","27","0","71","25","93","72","2","22","64","21","45","63","31","6","40","22","32","1","21","14","1","2","79","0","3","1","4","2","12","54","41","184","67","17","16","8","24","34","71","1903","36900","60465","41.026081","-92.42356","IA","600","4"
"4","Summary of All HUD Programs","1","NA","Stanton Housing Commission","IA005","20","95","19","100","8","21","1.4","26","452","376","25732","18804","-1","5","16","16","63","26","-1","74","40","63","26","-1","5","37","-1","67","10","27","5","11","32","53","5","0","-1","-1","-1","100","-1","-1","-1","0","0","1","56","-1","-1","95","5","-1","-1","14","5","83","1903","99999","75000","40.983987","-95.100114","IA","20","1"
"4","Summary of All HUD Programs","1","NA","Lone Tree Housing Commission","IA006","20","95","19","100","6","5","1.3","24","528","300","28478","22545","-1","-1","21","21","58","11","-1","89","33","84","68","-1","-1","47","-1","33","13","13","-1","-1","16","84","11","5","-1","-1","-1","95","-1","-1","5","5","0","7","82","-1","-1","100","-1","-1","-1","4","16","82","1901","26980","46335","41.48502","-91.42165","IA","20","1"
"4","Summary of All HUD Programs","1","NA","Low Rent Housing Agency Of Sidney","IA008","20","90","18","100","8","17","1","18","471","176","23892","23892","-1","-1","22","28","50","6","-1","94","38","72","33","-1","-1","83","-1","60","31","39","-1","11","17","72","22","0","-1","-1","-1","100","-1","-1","-1","0","0","3","71","-1","-1","94","6","-1","6","7","8","86","1904","99999","73065","40.746897","-95.643063","IA","20","1"
"4","Summary of All HUD Programs","1","NA","Malvern Low Rent Housing Agency","IA009","20","90","18","100","8","17","1.1","19","508","60","25561","24216","-1","6","17","11","67","17","-1","83","33","89","44","-1","-1","61","-1","75","36","42","-1","11","11","78","6","0","-1","-1","-1","100","-1","-1","-1","0","0","3","53","-1","-1","100","-1","-1","-1","5","6","91","1904","36540","48720","41.001911","-95.580774","IA","20","1"
"4","Summary of All HUD Programs","1","NA","Low Rent Housing Agency Of Farragut","IA010","20","95","18","95","9","6","1.1","19","414","344","27515","26067","-1","-1","22","28","50","11","-1","89","44","78","44","-1","-1","56","-1","67","7","16","-1","11","6","83","22","6","6","-1","-1","94","-1","-1","-1","0","0","6","76","-1","-1","94","6","-1","-1","5","5","91","1904","99999","26985","40.720739","-95.476706","IA","20","1"
"4","Summary of All HUD Programs","1","NA","Low Rent Housing Agency Of Sioux Center","IA011","71","100","71","100","8","10","1.5","110","541","256","30632","19771","-1","1","14","15","69","39","-1","61","40","75","35","1","17","73","15","32","25","23","6","24","14","56","6","4","-1","-1","-1","96","-1","4","-1","4","0","5","98","-1","-1","65","18","17","7","5","30","59","1904","99999","73290","43.079072","-96.167706","IA","71","1"
"4","Summary of All HUD Programs","1","NA","Tabor Low Rent Housing Agency","IA012","20","100","20","100","9","10","1.4","27","486","122","29775","22056","-1","-1","15","10","75","10","-1","90","45","70","20","5","-1","75","-1","86","54","56","-1","-1","35","65","15","5","-1","-1","-1","95","-1","5","-1","5","0","23","49","-1","-1","65","35","-1","10","7","8","86","1904","99999","76935","40.898253","-95.678174","IA","20","1"
"4","Summary of All HUD Programs","1","NA","Low Rent Housing Agency Of Onawa","IA014","62","98","61","100","8","15","1","64","411","313","21903","20876","-1","2","26","18","54","7","-1","93","36","85","41","-1","-1","67","-1","67","15","19","-1","2","8","90","20","2","-1","2","-1","98","-1","-1","-1","0","0","30","83","-1","-1","97","3","-1","-1","18","11","77","1904","99999","59115","42.026055","-96.098424","IA","62","1"
"4","Summary of All HUD Programs","1","NA","Low Rent Housing Agency of Burlington","IA015","523","72","367","98","8","18","1.6","590","391","440","16495","10260","3","5","45","17","30","19","1","77","25","94","70","0","23","65","22","59","40","35","2","38","21","39","2","29","25","0","1","71","-1","2","-1","2","0","12","74","47","230","66","21","13","10","27","25","67","1901","15460","09550","40.823222","-91.141103","IA","523","4"
"4","Summary of All HUD Programs","1","NA","CHARITON HOUSING AGENCY","IA016","71","89","63","100","6","25","1.1","71","458","346","23494","20847","2","3","27","16","52","17","-1","83","38","73","41","-1","2","52","2","48","12","23","3","10","21","67","13","0","-1","-1","-1","100","-1","-1","-1","0","0","2","58","-1","-1","89","11","-1","2","25","7","79","1903","99999","12720","41.009028","-93.308021","IA","71","1"
"4","Summary of All HUD Programs","1","NA","Low Rent Housing Agency Of Winterset","IA017","46","87","40","100","7","13","1.1","42","439","312","21192","20183","-1","3","30","23","45","5","-1","95","27","98","70","-1","-1","73","-1","83","15","24","-1","-1","15","85","8","5","3","3","-1","95","-1","-1","-1","0","0","-1","55","-1","-1","100","-1","-1","-1","6","7","68","1903","19780","86520","41.337494","-94.011915","IA","46","1"
"4","Summary of All HUD Programs","1","NA","City of Sioux City Housing Authority","IA018","1221","91","960","86","4","10","1.8","1767","344","493","13915","7560","9","9","44","15","23","22","2","67","19","97","80","2","28","70","29","42","87","33","4","48","21","28","1","36","19","9","2","64","-1","6","1","7","3","4","70","73","112","56","31","13","16","20","46","55","1904","43580","73335","42.496489","-96.406084","IA","1221","5"
"4","Summary of All HUD Programs","1","NA","Shenandoah Low Rent Housing Agency","IA019","78","91","71","100","8","20","1.1","75","357","235","18153","17185","7","4","43","13","33","20","-1","77","30","86","66","-1","-1","59","-1","56","33","44","3","15","27","55","10","0","-1","-1","-1","100","-1","-1","-1","0","0","4","85","-1","-1","100","-1","-1","-1","15","8","83","1903","99999","72525","40.759275","-95.373857","IA","78","1"
"4","Summary of All HUD Programs","1","NA","Des Moines Municipal Housing Agency","IA020","4106","82","3323","99","6","8","1.8","6094","383","577","14712","8022","5","5","48","17","25","18","1","70","17","99","89","2","26","68","26","49","65","33","3","44","22","31","1","44","38","1","1","56","1","3","0","4","1","13","93","77","112","51","31","18","17","17","38","50","1903","19780","21000","41.627908","-93.646811","IA","4106","6"
"4","Summary of All HUD Programs","1","NA","Municipal Housing Agency Of Manning","IA021","29","93","27","100","6","15","1.1","29","370","224","19695","18337","8","-1","15","27","50","4","-1","93","29","96","52","-1","-1","63","-1","100","39","45","-1","7","7","85","15","0","-1","-1","-1","100","-1","-1","-1","0","0","1","80","-1","-1","93","7","-1","4","7","4","91","1904","16140","48945","41.907434","-95.063982","IA","29","1"
"4","Summary of All HUD Programs","1","NA","Iowa City Housing Authority","IA022","1524","88","1431","100","5","11","2.5","3512","481","689","19323","7873","3","5","36","16","40","33","1","56","19","97","81","12","32","63","35","44","73","24","2","55","19","23","1","59","52","1","1","41","1","4","0","5","2","60","99","88","95","26","29","45","28","19","35","44","1901","26980","38595","41.660198","-91.529987","IA","1524","5"
"4","Summary of All HUD Programs","1","NA","Municipal Housing Agency of Council Bluffs","IA023","1078","90","1031","100","5","16","1.6","1666","406","623","16657","10308","4","3","44","21","27","19","0","78","20","96","85","2","20","69","21","63","64","44","3","33","26","38","2","15","8","1","1","85","0","4","1","5","2","10","83","62","149","55","30","15","19","17","21","52","1904","36540","16860","41.256128","-95.853201","IA","1078","5"
"4","Summary of All HUD Programs","1","NA","Cedar Rapids Housing Services","IA024","1321","73","1054","100","5","11","2.1","2228","384","682","14532","6875","7","6","46","15","26","22","2","64","18","99","86","3","38","73","38","45","84","32","4","51","20","25","1","55","50","1","1","45","1","2","0","3","3","14","97","89","142","35","37","29","22","16","28","55","1902","16300","12000","41.977918","-91.67","IA","1321","5"
"4","Summary of All HUD Programs","1","NA","Essex Low Rent Housing Agency","IA025","15","100","15","100","9","7","1.2","18","414","316","24432","20360","-1","-1","13","20","67","33","-1","67","39","80","33","-1","-1","27","-1","33","56","44","7","20","13","60","13","0","-1","-1","-1","100","-1","-1","-1","0","0","-1","92","-1","-1","100","-1","-1","-1","8","4","92","1903","99999","25815","40.829543","-95.304585","IA","15","1"
